file,page,title,subject_text,subject_type,relation,object_text,object_type,effect_size,avg_confidence,textBlock,coreference,loc,org,per,org_alternative,org_alternative_taxonomy,loc_alternative,loc_alternative_taxonomy,subject_text_alternative,subject_text_alternative_taxonomy
ecb.blssurvey2025q2~caacd3537b.en.pdf,10,The euro area bank lending survey - Second quarter of 2025,terms and conditions for loans,outcome,experienced_by,SMEs,population,,0.98374,"Across segments, euro area banks reported a net easing in overall terms and conditions for loans to large firms and SMEs (net percentages of -12% and -7% respectively; see Chart 4).",,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,10,The euro area bank lending survey - Second quarter of 2025,narrower margins on average loans,intervention,impacts,lending rates,outcome,,0.993374,"In both cases, lending rates and narrower margins on average loans were the main drivers of the net easing, while wider margins on riskier loans had a limited net tightening impact.",,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,10,The euro area bank lending survey - Second quarter of 2025,narrower margins on average loans,intervention,impacts,net easing,outcome,,0.999947,"In both cases, lending rates and narrower margins on average loans were the main drivers of the net easing, while wider margins on riskier loans had a limited net tightening impact.",,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,10,The euro area bank lending survey - Second quarter of 2025,narrower margins on average loans,intervention,impacts,net tightening,outcome,,0.999034,"In both cases, lending rates and narrower margins on average loans were the main drivers of the net easing, while wider margins on riskier loans had a limited net tightening impact.",,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,10,The euro area bank lending survey - Second quarter of 2025,wider margins on riskier loans,intervention,impacts,lending rates,outcome,,0.993382,"In both cases, lending rates and narrower margins on average loans were the main drivers of the net easing, while wider margins on riskier loans had a limited net tightening impact.",,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,10,The euro area bank lending survey - Second quarter of 2025,wider margins on riskier loans,intervention,impacts,net easing,outcome,,0.999954,"In both cases, lending rates and narrower margins on average loans were the main drivers of the net easing, while wider margins on riskier loans had a limited net tightening impact.",,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,10,The euro area bank lending survey - Second quarter of 2025,wider margins on riskier loans,intervention,impacts,net tightening,outcome,,0.999041,"In both cases, lending rates and narrower margins on average loans were the main drivers of the net easing, while wider margins on riskier loans had a limited net tightening impact.",,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,10,The euro area bank lending survey - Second quarter of 2025,terms and conditions for loans,outcome,experienced_by,firms,population,,0.999994,"The historical net percentage average of overall terms and conditions for loans to firms since 2015, when the series was introduced, is 0%.",,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,terms and conditions on loans or credit lines,outcome,experienced_by,enterprises,population,,0.989055,Chart 3 Changes in terms and conditions on loans or credit lines to enterprises (net percentages of banks reporting a tightening of terms and conditions) Notes: “Overall terms and conditions” are the actual terms and conditions agreed in the loan contract. ,,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,terms and conditions on loans or credit lines,outcome,experienced_by,banks,population,,0.989055,Chart 3 Changes in terms and conditions on loans or credit lines to enterprises (net percentages of banks reporting a tightening of terms and conditions) Notes: “Overall terms and conditions” are the actual terms and conditions agreed in the loan contract. ,,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,tightening of terms and conditions,outcome,experienced_by,enterprises,population,,0.988877,Chart 3 Changes in terms and conditions on loans or credit lines to enterprises (net percentages of banks reporting a tightening of terms and conditions) Notes: “Overall terms and conditions” are the actual terms and conditions agreed in the loan contract. ,,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,tightening of terms and conditions,outcome,experienced_by,banks,population,,0.988877,Chart 3 Changes in terms and conditions on loans or credit lines to enterprises (net percentages of banks reporting a tightening of terms and conditions) Notes: “Overall terms and conditions” are the actual terms and conditions agreed in the loan contract. ,,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,terms and conditions,outcome,experienced_by,banks,population,,0.999992,The net percentages for “Other components” refer to an average of the further terms and conditions components which were mentioned by banks as having contributed to changes in overall terms and conditions.,,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,Changes in terms and conditions on loans or credit lines,intervention,impacts,margins on riskier conditions,outcome,-10 -10 -8,0.940889,Table 2 Changes in terms and conditions on loans or credit lines to enterprises (net percentages of banks) Overall terms and Banks’ margins on Banks’ margins on riskier conditions Banks’ lending rates average loans loans Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area -10 -10 -8 -11 -9 -7 0 2 Germany 10 3 7 3 3 6 3 3 Spain -25 -25 -25 -25 -25 -17 0 0 France -18 -9 0 0 -9 0 -9 0 Italy -45 -55 -55 -73 -36 -45 0 -9 Note: See the notes to Chart 3.,,Germany; Spain; France; Italy,,,,,German Federal Republic; Kingdom of Spain; French Republic; Italian Republic,Germany->Council of Europe countries | Germany->EU Member State | Germany->euro area countries | Germany->NATO countries | Germany->OECD countries | Germany->Western Europe | Germany->WEU countries; Spain->Council of Europe countries | Spain->EU Member State | Spain->euro area countries | Spain->NATO countries | Spain->OECD countries | Spain->Southern Europe | Spain->WEU countries; France->Council of Europe countries | France->countries of the Pacific Community | France->EU Member State | France->euro area countries | France->NATO countries | France->OECD countries | France->Western Europe | France->WEU countries; Italy->Council of Europe countries | Italy->EU Member State | Italy->euro area countries | Italy->NATO countries | Italy->OECD countries | Italy->Southern Europe | Italy->WEU countries,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,Changes in terms and conditions on loans or credit lines,intervention,impacts,lending rates average loans loans,outcome,-10 -10 -8,0.945548,Table 2 Changes in terms and conditions on loans or credit lines to enterprises (net percentages of banks) Overall terms and Banks’ margins on Banks’ margins on riskier conditions Banks’ lending rates average loans loans Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area -10 -10 -8 -11 -9 -7 0 2 Germany 10 3 7 3 3 6 3 3 Spain -25 -25 -25 -25 -25 -17 0 0 France -18 -9 0 0 -9 0 -9 0 Italy -45 -55 -55 -73 -36 -45 0 -9 Note: See the notes to Chart 3.,,Germany; Spain; France; Italy,,,,,German Federal Republic; Kingdom of Spain; French Republic; Italian Republic,Germany->Council of Europe countries | Germany->EU Member State | Germany->euro area countries | Germany->NATO countries | Germany->OECD countries | Germany->Western Europe | Germany->WEU countries; Spain->Council of Europe countries | Spain->EU Member State | Spain->euro area countries | Spain->NATO countries | Spain->OECD countries | Spain->Southern Europe | Spain->WEU countries; France->Council of Europe countries | France->countries of the Pacific Community | France->EU Member State | France->euro area countries | France->NATO countries | France->OECD countries | France->Western Europe | France->WEU countries; Italy->Council of Europe countries | Italy->EU Member State | Italy->euro area countries | Italy->NATO countries | Italy->OECD countries | Italy->Southern Europe | Italy->WEU countries,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,Changes in terms and conditions on loans or credit lines,intervention,applies_to,enterprises,population,,0.961964,Table 2 Changes in terms and conditions on loans or credit lines to enterprises (net percentages of banks) Overall terms and Banks’ margins on Banks’ margins on riskier conditions Banks’ lending rates average loans loans Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area -10 -10 -8 -11 -9 -7 0 2 Germany 10 3 7 3 3 6 3 3 Spain -25 -25 -25 -25 -25 -17 0 0 France -18 -9 0 0 -9 0 -9 0 Italy -45 -55 -55 -73 -36 -45 0 -9 Note: See the notes to Chart 3.,,Germany; Spain; France; Italy,,,,,German Federal Republic; Kingdom of Spain; French Republic; Italian Republic,Germany->Council of Europe countries | Germany->EU Member State | Germany->euro area countries | Germany->NATO countries | Germany->OECD countries | Germany->Western Europe | Germany->WEU countries; Spain->Council of Europe countries | Spain->EU Member State | Spain->euro area countries | Spain->NATO countries | Spain->OECD countries | Spain->Southern Europe | Spain->WEU countries; France->Council of Europe countries | France->countries of the Pacific Community | France->EU Member State | France->euro area countries | France->NATO countries | France->OECD countries | France->Western Europe | France->WEU countries; Italy->Council of Europe countries | Italy->EU Member State | Italy->euro area countries | Italy->NATO countries | Italy->OECD countries | Italy->Southern Europe | Italy->WEU countries,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,Changes in terms and conditions on loans or credit lines,intervention,applies_to,banks,population,,0.961914,Table 2 Changes in terms and conditions on loans or credit lines to enterprises (net percentages of banks) Overall terms and Banks’ margins on Banks’ margins on riskier conditions Banks’ lending rates average loans loans Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area -10 -10 -8 -11 -9 -7 0 2 Germany 10 3 7 3 3 6 3 3 Spain -25 -25 -25 -25 -25 -17 0 0 France -18 -9 0 0 -9 0 -9 0 Italy -45 -55 -55 -73 -36 -45 0 -9 Note: See the notes to Chart 3.,,Germany; Spain; France; Italy,,,,,German Federal Republic; Kingdom of Spain; French Republic; Italian Republic,Germany->Council of Europe countries | Germany->EU Member State | Germany->euro area countries | Germany->NATO countries | Germany->OECD countries | Germany->Western Europe | Germany->WEU countries; Spain->Council of Europe countries | Spain->EU Member State | Spain->euro area countries | Spain->NATO countries | Spain->OECD countries | Spain->Southern Europe | Spain->WEU countries; France->Council of Europe countries | France->countries of the Pacific Community | France->EU Member State | France->euro area countries | France->NATO countries | France->OECD countries | France->Western Europe | France->WEU countries; Italy->Council of Europe countries | Italy->EU Member State | Italy->euro area countries | Italy->NATO countries | Italy->OECD countries | Italy->Southern Europe | Italy->WEU countries,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,margins on riskier conditions,outcome,experienced_by,enterprises,population,,0.973033,Table 2 Changes in terms and conditions on loans or credit lines to enterprises (net percentages of banks) Overall terms and Banks’ margins on Banks’ margins on riskier conditions Banks’ lending rates average loans loans Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area -10 -10 -8 -11 -9 -7 0 2 Germany 10 3 7 3 3 6 3 3 Spain -25 -25 -25 -25 -25 -17 0 0 France -18 -9 0 0 -9 0 -9 0 Italy -45 -55 -55 -73 -36 -45 0 -9 Note: See the notes to Chart 3.,,Germany; Spain; France; Italy,,,,,German Federal Republic; Kingdom of Spain; French Republic; Italian Republic,Germany->Council of Europe countries | Germany->EU Member State | Germany->euro area countries | Germany->NATO countries | Germany->OECD countries | Germany->Western Europe | Germany->WEU countries; Spain->Council of Europe countries | Spain->EU Member State | Spain->euro area countries | Spain->NATO countries | Spain->OECD countries | Spain->Southern Europe | Spain->WEU countries; France->Council of Europe countries | France->countries of the Pacific Community | France->EU Member State | France->euro area countries | France->NATO countries | France->OECD countries | France->Western Europe | France->WEU countries; Italy->Council of Europe countries | Italy->EU Member State | Italy->euro area countries | Italy->NATO countries | Italy->OECD countries | Italy->Southern Europe | Italy->WEU countries,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,margins on riskier conditions,outcome,experienced_by,banks,population,,0.972982,Table 2 Changes in terms and conditions on loans or credit lines to enterprises (net percentages of banks) Overall terms and Banks’ margins on Banks’ margins on riskier conditions Banks’ lending rates average loans loans Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area -10 -10 -8 -11 -9 -7 0 2 Germany 10 3 7 3 3 6 3 3 Spain -25 -25 -25 -25 -25 -17 0 0 France -18 -9 0 0 -9 0 -9 0 Italy -45 -55 -55 -73 -36 -45 0 -9 Note: See the notes to Chart 3.,,Germany; Spain; France; Italy,,,,,German Federal Republic; Kingdom of Spain; French Republic; Italian Republic,Germany->Council of Europe countries | Germany->EU Member State | Germany->euro area countries | Germany->NATO countries | Germany->OECD countries | Germany->Western Europe | Germany->WEU countries; Spain->Council of Europe countries | Spain->EU Member State | Spain->euro area countries | Spain->NATO countries | Spain->OECD countries | Spain->Southern Europe | Spain->WEU countries; France->Council of Europe countries | France->countries of the Pacific Community | France->EU Member State | France->euro area countries | France->NATO countries | France->OECD countries | France->Western Europe | France->WEU countries; Italy->Council of Europe countries | Italy->EU Member State | Italy->euro area countries | Italy->NATO countries | Italy->OECD countries | Italy->Southern Europe | Italy->WEU countries,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,lending rates average loans loans,outcome,experienced_by,enterprises,population,,0.980021,Table 2 Changes in terms and conditions on loans or credit lines to enterprises (net percentages of banks) Overall terms and Banks’ margins on Banks’ margins on riskier conditions Banks’ lending rates average loans loans Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area -10 -10 -8 -11 -9 -7 0 2 Germany 10 3 7 3 3 6 3 3 Spain -25 -25 -25 -25 -25 -17 0 0 France -18 -9 0 0 -9 0 -9 0 Italy -45 -55 -55 -73 -36 -45 0 -9 Note: See the notes to Chart 3.,,Germany; Spain; France; Italy,,,,,German Federal Republic; Kingdom of Spain; French Republic; Italian Republic,Germany->Council of Europe countries | Germany->EU Member State | Germany->euro area countries | Germany->NATO countries | Germany->OECD countries | Germany->Western Europe | Germany->WEU countries; Spain->Council of Europe countries | Spain->EU Member State | Spain->euro area countries | Spain->NATO countries | Spain->OECD countries | Spain->Southern Europe | Spain->WEU countries; France->Council of Europe countries | France->countries of the Pacific Community | France->EU Member State | France->euro area countries | France->NATO countries | France->OECD countries | France->Western Europe | France->WEU countries; Italy->Council of Europe countries | Italy->EU Member State | Italy->euro area countries | Italy->NATO countries | Italy->OECD countries | Italy->Southern Europe | Italy->WEU countries,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,lending rates average loans loans,outcome,experienced_by,banks,population,,0.97997,Table 2 Changes in terms and conditions on loans or credit lines to enterprises (net percentages of banks) Overall terms and Banks’ margins on Banks’ margins on riskier conditions Banks’ lending rates average loans loans Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area -10 -10 -8 -11 -9 -7 0 2 Germany 10 3 7 3 3 6 3 3 Spain -25 -25 -25 -25 -25 -17 0 0 France -18 -9 0 0 -9 0 -9 0 Italy -45 -55 -55 -73 -36 -45 0 -9 Note: See the notes to Chart 3.,,Germany; Spain; France; Italy,,,,,German Federal Republic; Kingdom of Spain; French Republic; Italian Republic,Germany->Council of Europe countries | Germany->EU Member State | Germany->euro area countries | Germany->NATO countries | Germany->OECD countries | Germany->Western Europe | Germany->WEU countries; Spain->Council of Europe countries | Spain->EU Member State | Spain->euro area countries | Spain->NATO countries | Spain->OECD countries | Spain->Southern Europe | Spain->WEU countries; France->Council of Europe countries | France->countries of the Pacific Community | France->EU Member State | France->euro area countries | France->NATO countries | France->OECD countries | France->Western Europe | France->WEU countries; Italy->Council of Europe countries | Italy->EU Member State | Italy->euro area countries | Italy->NATO countries | Italy->OECD countries | Italy->Southern Europe | Italy->WEU countries,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,terms and conditions for loans,outcome,experienced_by,firms,population,,0.97446,"The main factor contributing to the net easing of terms and conditions for loans to euro area firms was competition, and especially competition from other banks (see Table 3).",,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,Competition with non-banks,intervention,impacts,easing,outcome,,0.963359,Competition with non-banks also had a small easing impact.,impact,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,cost of funds,outcome,experienced_by,Banks,population,,0.999995,"Banks also reported a small net easing impact of their cost of funds and balance sheet situation, on account of access to market financing, banks’ liquidity position and capital costs.",,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,balance sheet situation,outcome,experienced_by,Banks,population,,0.999975,"Banks also reported a small net easing impact of their cost of funds and balance sheet situation, on account of access to market financing, banks’ liquidity position and capital costs.",,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,access to market financing,outcome,experienced_by,Banks,population,,0.999987,"Banks also reported a small net easing impact of their cost of funds and balance sheet situation, on account of access to market financing, banks’ liquidity position and capital costs.",,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,liquidity position,outcome,experienced_by,Banks,population,,0.992263,"Banks also reported a small net easing impact of their cost of funds and balance sheet situation, on account of access to market financing, banks’ liquidity position and capital costs.",,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,capital costs,outcome,experienced_by,Banks,population,,0.999559,"Banks also reported a small net easing impact of their cost of funds and balance sheet situation, on account of access to market financing, banks’ liquidity position and capital costs.",,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,tariff announcements,intervention,impacts,funding costs,outcome,,0.985806,"This is in line with the moderation in bank funding costs in the second quarter, as the temporary increase in bank bond spreads in April in the context of the US tariff announcements was fully compensated by a repricing of the risk-free curve.",,US,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,tariff announcements,intervention,impacts,bank bond spreads,outcome,,0.945106,"This is in line with the moderation in bank funding costs in the second quarter, as the temporary increase in bank bond spreads in April in the context of the US tariff announcements was fully compensated by a repricing of the risk-free curve.",,US,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,tariff announcements,intervention,applies_to,bank,population,,0.982354,"This is in line with the moderation in bank funding costs in the second quarter, as the temporary increase in bank bond spreads in April in the context of the US tariff announcements was fully compensated by a repricing of the risk-free curve.",,US,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,funding costs,outcome,experienced_by,bank,population,,0.99559,"This is in line with the moderation in bank funding costs in the second quarter, as the temporary increase in bank bond spreads in April in the context of the US tariff announcements was fully compensated by a repricing of the risk-free curve.",,US,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,bank bond spreads,outcome,experienced_by,bank,population,,0.95489,"This is in line with the moderation in bank funding costs in the second quarter, as the temporary increase in bank bond spreads in April in the context of the US tariff announcements was fully compensated by a repricing of the risk-free curve.",,US,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,Perceived risks,outcome,experienced_by,banks,population,,0.995649,"Perceived risks contributed to a small net tightening of credit conditions, while banks’ risk tolerance had a broadly neutral impact.",impact,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,credit conditions,outcome,experienced_by,banks,population,,0.999844,"Perceived risks contributed to a small net tightening of credit conditions, while banks’ risk tolerance had a broadly neutral impact.",impact,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,11,The euro area bank lending survey - Second quarter of 2025,risk tolerance,outcome,experienced_by,banks,population,,0.986841,"Perceived risks contributed to a small net tightening of credit conditions, while banks’ risk tolerance had a broadly neutral impact.",impact,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,12,The euro area bank lending survey - Second quarter of 2025,Changes in terms and conditions on loans or credit lines,outcome,experienced_by,SMEs,population,,0.978755,Chart 4 Changes in terms and conditions on loans or credit lines to SMEs and large enterprises (net percentages of banks reporting a tightening of terms and conditions) Notes: See the notes to Chart 3.,,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,12,The euro area bank lending survey - Second quarter of 2025,Changes in terms and conditions on loans or credit lines,outcome,experienced_by,large enterprises,population,,0.978754,Chart 4 Changes in terms and conditions on loans or credit lines to SMEs and large enterprises (net percentages of banks reporting a tightening of terms and conditions) Notes: See the notes to Chart 3.,,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,12,The euro area bank lending survey - Second quarter of 2025,Changes in terms and conditions on loans or credit lines,outcome,experienced_by,banks,population,,0.978755,Chart 4 Changes in terms and conditions on loans or credit lines to SMEs and large enterprises (net percentages of banks reporting a tightening of terms and conditions) Notes: See the notes to Chart 3.,,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,12,The euro area bank lending survey - Second quarter of 2025,tightening of terms and conditions,outcome,experienced_by,SMEs,population,,0.999835,Chart 4 Changes in terms and conditions on loans or credit lines to SMEs and large enterprises (net percentages of banks reporting a tightening of terms and conditions) Notes: See the notes to Chart 3.,,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,12,The euro area bank lending survey - Second quarter of 2025,tightening of terms and conditions,outcome,experienced_by,large enterprises,population,,0.999835,Chart 4 Changes in terms and conditions on loans or credit lines to SMEs and large enterprises (net percentages of banks reporting a tightening of terms and conditions) Notes: See the notes to Chart 3.,,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,12,The euro area bank lending survey - Second quarter of 2025,tightening of terms and conditions,outcome,experienced_by,banks,population,,0.999835,Chart 4 Changes in terms and conditions on loans or credit lines to SMEs and large enterprises (net percentages of banks reporting a tightening of terms and conditions) Notes: See the notes to Chart 3.,,,,,,,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,12,The euro area bank lending survey - Second quarter of 2025,terms and conditions for loans or credit lines,outcome,experienced_by,enterprises,population,,0.999971,Table 3 Factors contributing to changes in overall terms and conditions for loans or credit lines to enterprises (net percentages of banks) Cost of funds and balance sheet Pressure from constraints competition Perception of risk Banks’ risk tolerance Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area 1 -2 -6 -5 6 2 1 1 Germany 6 0 -1 0 3 5 0 3 Spain -8 -8 -3 -6 -3 0 0 0 France 0 -3 -9 0 15 0 0 0 Italy -3 -6 -12 -15 3 3 0 0 Notes: The net percentages for these questions relating to contributing factors are defined as the difference between the percentage of banks reporting that the given factor contributed to a tightening and the percentage of banks reporting that it contributed to an easing. ,,Germany; Spain; France; Italy,,,,,German Federal Republic; Kingdom of Spain; French Republic; Italian Republic,Germany->Council of Europe countries | Germany->EU Member State | Germany->euro area countries | Germany->NATO countries | Germany->OECD countries | Germany->Western Europe | Germany->WEU countries; Spain->Council of Europe countries | Spain->EU Member State | Spain->euro area countries | Spain->NATO countries | Spain->OECD countries | Spain->Southern Europe | Spain->WEU countries; France->Council of Europe countries | France->countries of the Pacific Community | France->EU Member State | France->euro area countries | France->NATO countries | France->OECD countries | France->Western Europe | France->WEU countries; Italy->Council of Europe countries | Italy->EU Member State | Italy->euro area countries | Italy->NATO countries | Italy->OECD countries | Italy->Southern Europe | Italy->WEU countries,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,12,The euro area bank lending survey - Second quarter of 2025,terms and conditions for loans or credit lines,outcome,experienced_by,banks,population,,0.999931,Table 3 Factors contributing to changes in overall terms and conditions for loans or credit lines to enterprises (net percentages of banks) Cost of funds and balance sheet Pressure from constraints competition Perception of risk Banks’ risk tolerance Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area 1 -2 -6 -5 6 2 1 1 Germany 6 0 -1 0 3 5 0 3 Spain -8 -8 -3 -6 -3 0 0 0 France 0 -3 -9 0 15 0 0 0 Italy -3 -6 -12 -15 3 3 0 0 Notes: The net percentages for these questions relating to contributing factors are defined as the difference between the percentage of banks reporting that the given factor contributed to a tightening and the percentage of banks reporting that it contributed to an easing. ,,Germany; Spain; France; Italy,,,,,German Federal Republic; Kingdom of Spain; French Republic; Italian Republic,Germany->Council of Europe countries | Germany->EU Member State | Germany->euro area countries | Germany->NATO countries | Germany->OECD countries | Germany->Western Europe | Germany->WEU countries; Spain->Council of Europe countries | Spain->EU Member State | Spain->euro area countries | Spain->NATO countries | Spain->OECD countries | Spain->Southern Europe | Spain->WEU countries; France->Council of Europe countries | France->countries of the Pacific Community | France->EU Member State | France->euro area countries | France->NATO countries | France->OECD countries | France->Western Europe | France->WEU countries; Italy->Council of Europe countries | Italy->EU Member State | Italy->euro area countries | Italy->NATO countries | Italy->OECD countries | Italy->Southern Europe | Italy->WEU countries,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,12,The euro area bank lending survey - Second quarter of 2025,tightening,outcome,experienced_by,enterprises,population,,0.998853,Table 3 Factors contributing to changes in overall terms and conditions for loans or credit lines to enterprises (net percentages of banks) Cost of funds and balance sheet Pressure from constraints competition Perception of risk Banks’ risk tolerance Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area 1 -2 -6 -5 6 2 1 1 Germany 6 0 -1 0 3 5 0 3 Spain -8 -8 -3 -6 -3 0 0 0 France 0 -3 -9 0 15 0 0 0 Italy -3 -6 -12 -15 3 3 0 0 Notes: The net percentages for these questions relating to contributing factors are defined as the difference between the percentage of banks reporting that the given factor contributed to a tightening and the percentage of banks reporting that it contributed to an easing. ,,Germany; Spain; France; Italy,,,,,German Federal Republic; Kingdom of Spain; French Republic; Italian Republic,Germany->Council of Europe countries | Germany->EU Member State | Germany->euro area countries | Germany->NATO countries | Germany->OECD countries | Germany->Western Europe | Germany->WEU countries; Spain->Council of Europe countries | Spain->EU Member State | Spain->euro area countries | Spain->NATO countries | Spain->OECD countries | Spain->Southern Europe | Spain->WEU countries; France->Council of Europe countries | France->countries of the Pacific Community | France->EU Member State | France->euro area countries | France->NATO countries | France->OECD countries | France->Western Europe | France->WEU countries; Italy->Council of Europe countries | Italy->EU Member State | Italy->euro area countries | Italy->NATO countries | Italy->OECD countries | Italy->Southern Europe | Italy->WEU countries,,
