file,page,title,subject_text,subject_type,relation,object_text,object_type,effect_size,avg_confidence,textBlock,coreference,loc,org,per
ecb.blssurvey2025q2~caacd3537b.en.pdf,17,The euro area bank lending survey - Second quarter of 2025,access to market financing,outcome,experienced_by,banks,population,,0.96153,"By contrast, banks in France reported a net tightening of overall terms 8 “Cost of funds and balance sheet constraints” are defined as the simple average of “bank’s capital and the costs related to bank’s capital position”, “access to market financing” and “liquidity position”; “Risk perceptions” as the simple average of “general economic situation and outlook”, “housing market prospects including expected house price developments” and “borrower’s creditworthiness”; and “Competition” as the simple average of “competition from other banks” and “competition from non-banks”.",,France,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,18,The euro area bank lending survey - Second quarter of 2025,overall terms and conditions,outcome,experienced_by,Banks,population,,0.998929,Banks in Germany and Spain reported no changes in overall terms and conditions.,,Germany; Spain,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,18,The euro area bank lending survey - Second quarter of 2025,terms and conditions,outcome,experienced_by,banks,population,,0.995556,The net percentages for “Other components” refer to an average of the further terms and conditions components which were mentioned by banks as having contributed to changes in overall terms and conditions.,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,18,The euro area bank lending survey - Second quarter of 2025,competition,intervention,impacts,terms and conditions,outcome,-13%,0.951379,"In the second quarter of 2025, competition had a net easing impact on overall terms and conditions, albeit lower than in the previous quarter (net percentage of -13%, see Table 7).9 Competition had a net easing impact for French and Italian banks, while it had no effect on credit terms and conditions for German and Spanish banks.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,18,The euro area bank lending survey - Second quarter of 2025,competition,intervention,impacts,credit terms and conditions,outcome,-13%,0.984446,"In the second quarter of 2025, competition had a net easing impact on overall terms and conditions, albeit lower than in the previous quarter (net percentage of -13%, see Table 7).9 Competition had a net easing impact for French and Italian banks, while it had no effect on credit terms and conditions for German and Spanish banks.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,18,The euro area bank lending survey - Second quarter of 2025,competition,intervention,applies_to,banks,population,,0.998274,"In the second quarter of 2025, competition had a net easing impact on overall terms and conditions, albeit lower than in the previous quarter (net percentage of -13%, see Table 7).9 Competition had a net easing impact for French and Italian banks, while it had no effect on credit terms and conditions for German and Spanish banks.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,18,The euro area bank lending survey - Second quarter of 2025,credit terms and conditions,outcome,experienced_by,banks,population,,0.999522,"In the second quarter of 2025, competition had a net easing impact on overall terms and conditions, albeit lower than in the previous quarter (net percentage of -13%, see Table 7).9 Competition had a net easing impact for French and Italian banks, while it had no effect on credit terms and conditions for German and Spanish banks.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,18,The euro area bank lending survey - Second quarter of 2025,cost of funds,outcome,experienced_by,Banks,population,,0.999532,"Banks’ cost of funds had an easing impact in Italy, as banks’ ability to access market financing improved, while risk perceptions and banks’ risk tolerance contributed to tighten terms and conditions in Germany.",,Italy; Germany,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,18,The euro area bank lending survey - Second quarter of 2025,ability to access market financing,outcome,experienced_by,Banks,population,,0.999498,"Banks’ cost of funds had an easing impact in Italy, as banks’ ability to access market financing improved, while risk perceptions and banks’ risk tolerance contributed to tighten terms and conditions in Germany.",,Italy; Germany,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,18,The euro area bank lending survey - Second quarter of 2025,risk tolerance,outcome,experienced_by,Banks,population,,0.97087,"Banks’ cost of funds had an easing impact in Italy, as banks’ ability to access market financing improved, while risk perceptions and banks’ risk tolerance contributed to tighten terms and conditions in Germany.",,Italy; Germany,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,19,The euro area bank lending survey - Second quarter of 2025,terms and conditions on loans to households for house purchase,outcome,experienced_by,Banks,population,,0.942104,Table 7 Factors contributing to changes in overall terms and conditions on loans to households for house purchase (net percentages of banks) Cost of funds and balance sheet Pressure from constraints competition Perception of risk Banks’ risk tolerance Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area -1 -1 -24 -13 0 1 1 0 Germany -1 -1 -4 0 0 4 4 4 Spain 0 0 -30 0 0 0 0 0 France 0 0 -63 -25 0 0 0 0 Italy 0 -9 -18 -27 0 0 0 0 Notes: The net percentages for these questions relating to contributing factors are defined as the difference between the percentage of banks reporting that the given factor contributed to a tightening and the percentage of banks reporting that it contributed to an easing. ,,Germany; Spain; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,19,The euro area bank lending survey - Second quarter of 2025,Perception of risk,outcome,experienced_by,Banks,population,,0.944433,Table 7 Factors contributing to changes in overall terms and conditions on loans to households for house purchase (net percentages of banks) Cost of funds and balance sheet Pressure from constraints competition Perception of risk Banks’ risk tolerance Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area -1 -1 -24 -13 0 1 1 0 Germany -1 -1 -4 0 0 4 4 4 Spain 0 0 -30 0 0 0 0 0 France 0 0 -63 -25 0 0 0 0 Italy 0 -9 -18 -27 0 0 0 0 Notes: The net percentages for these questions relating to contributing factors are defined as the difference between the percentage of banks reporting that the given factor contributed to a tightening and the percentage of banks reporting that it contributed to an easing. ,,Germany; Spain; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,19,The euro area bank lending survey - Second quarter of 2025,risk tolerance,outcome,experienced_by,Banks,population,,0.937144,Table 7 Factors contributing to changes in overall terms and conditions on loans to households for house purchase (net percentages of banks) Cost of funds and balance sheet Pressure from constraints competition Perception of risk Banks’ risk tolerance Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area -1 -1 -24 -13 0 1 1 0 Germany -1 -1 -4 0 0 4 4 4 Spain 0 0 -30 0 0 0 0 0 France 0 0 -63 -25 0 0 0 0 Italy 0 -9 -18 -27 0 0 0 0 Notes: The net percentages for these questions relating to contributing factors are defined as the difference between the percentage of banks reporting that the given factor contributed to a tightening and the percentage of banks reporting that it contributed to an easing. ,,Germany; Spain; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,19,The euro area bank lending survey - Second quarter of 2025,share of rejected loan applications,outcome,experienced_by,households,population,,0.999596,Chart 10 Changes in the share of rejected loan applications for households (net percentages of banks reporting an increase) Notes: Share of rejected loan applications relative to the volume of all loan applications in that loan category.,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,19,The euro area bank lending survey - Second quarter of 2025,share of rejected loan applications,outcome,experienced_by,banks,population,,0.998085,Chart 10 Changes in the share of rejected loan applications for households (net percentages of banks reporting an increase) Notes: Share of rejected loan applications relative to the volume of all loan applications in that loan category.,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,19,The euro area bank lending survey - Second quarter of 2025,rejected loan applications,outcome,experienced_by,households,population,,0.993349,Chart 10 Changes in the share of rejected loan applications for households (net percentages of banks reporting an increase) Notes: Share of rejected loan applications relative to the volume of all loan applications in that loan category.,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,19,The euro area bank lending survey - Second quarter of 2025,rejected loan applications,outcome,experienced_by,banks,population,,0.991838,Chart 10 Changes in the share of rejected loan applications for households (net percentages of banks reporting an increase) Notes: Share of rejected loan applications relative to the volume of all loan applications in that loan category.,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,20,The euro area bank lending survey - Second quarter of 2025,Demand for loans,outcome,experienced_by,Banks,population,,0.993771,"3.4 Demand for loans increased substantially Banks reported a further substantial net increase in demand for housing loans (net percentage of 37%, see Chart 11 and Overview table).10 A net increase was reported in Germany (52%), Spain (40%), France (25%) and Italy (9%, in line with its historical average).",,Germany; Spain; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,20,The euro area bank lending survey - Second quarter of 2025,demand for housing loans,outcome,experienced_by,Banks,population,,0.993907,"3.4 Demand for loans increased substantially Banks reported a further substantial net increase in demand for housing loans (net percentage of 37%, see Chart 11 and Overview table).10 A net increase was reported in Germany (52%), Spain (40%), France (25%) and Italy (9%, in line with its historical average).",,Germany; Spain; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,20,The euro area bank lending survey - Second quarter of 2025,volumes of new business,outcome,experienced_by,bank,population,,0.992905,"This suggests that either the volumes of new business for each bank registering an increase in loan demand is still contained, or the slight tightening of credit standards reported by banks during the second quarter (see Section 3.1) may already be in play, affecting actual lending volumes.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,20,The euro area bank lending survey - Second quarter of 2025,volumes of new business,outcome,experienced_by,banks,population,,0.990212,"This suggests that either the volumes of new business for each bank registering an increase in loan demand is still contained, or the slight tightening of credit standards reported by banks during the second quarter (see Section 3.1) may already be in play, affecting actual lending volumes.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,20,The euro area bank lending survey - Second quarter of 2025,lending volumes,outcome,experienced_by,bank,population,,0.966233,"This suggests that either the volumes of new business for each bank registering an increase in loan demand is still contained, or the slight tightening of credit standards reported by banks during the second quarter (see Section 3.1) may already be in play, affecting actual lending volumes.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,20,The euro area bank lending survey - Second quarter of 2025,lending volumes,outcome,experienced_by,banks,population,,0.963539,"This suggests that either the volumes of new business for each bank registering an increase in loan demand is still contained, or the slight tightening of credit standards reported by banks during the second quarter (see Section 3.1) may already be in play, affecting actual lending volumes.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,20,The euro area bank lending survey - Second quarter of 2025,loans to households for house purchase,outcome,experienced_by,banks,population,,0.983889,"Chart 11 Changes in demand for loans to households for house purchase, and contributing factors (net percentages of banks reporting an increase in demand, and contributing factors) Notes: “Demand - actual” represents changes that have occurred, while “Demand - expected” represents changes anticipated by banks.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,20,The euro area bank lending survey - Second quarter of 2025,loan demand,outcome,experienced_by,banks,population,,0.984161,The net percentages for “Other factors” refer to an average of the further factors which were mentioned by banks as having contributed to changes in loan demand.,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,21,The euro area bank lending survey - Second quarter of 2025,housing loan demand,outcome,experienced_by,banks,population,,0.994023,"In the third quarter of 2025, banks expect housing loan demand to continue growing, albeit more moderately (net percentage of 21%).",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,21,The euro area bank lending survey - Second quarter of 2025,demand,outcome,experienced_by,banks,population,,0.958595,"German, French and Italian banks expect demand to improve, while Spanish banks expect demand to remain unchanged.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,22,The euro area bank lending survey - Second quarter of 2025,Consumer credit,outcome,experienced_by,Banks,population,,0.992986,4 Consumer credit and other lending to households 4.1 Pronounced tightening of credit standards Banks reported a pronounced net tightening of credit standards on consumer credit and other lending to households in the second quarter of 2025 (net percentage of 11%; see Chart 12 and Overview table).,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,22,The euro area bank lending survey - Second quarter of 2025,Consumer credit,outcome,experienced_by,households,population,,0.977626,4 Consumer credit and other lending to households 4.1 Pronounced tightening of credit standards Banks reported a pronounced net tightening of credit standards on consumer credit and other lending to households in the second quarter of 2025 (net percentage of 11%; see Chart 12 and Overview table).,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,22,The euro area bank lending survey - Second quarter of 2025,other lending,outcome,experienced_by,Banks,population,,0.954485,4 Consumer credit and other lending to households 4.1 Pronounced tightening of credit standards Banks reported a pronounced net tightening of credit standards on consumer credit and other lending to households in the second quarter of 2025 (net percentage of 11%; see Chart 12 and Overview table).,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,22,The euro area bank lending survey - Second quarter of 2025,other lending,outcome,experienced_by,households,population,,0.939125,4 Consumer credit and other lending to households 4.1 Pronounced tightening of credit standards Banks reported a pronounced net tightening of credit standards on consumer credit and other lending to households in the second quarter of 2025 (net percentage of 11%; see Chart 12 and Overview table).,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,22,The euro area bank lending survey - Second quarter of 2025,net tightening,outcome,experienced_by,banks,population,,0.97541,"The net percentage exceeded what euro area banks had expected in the previous quarter (7%) and was also above the historical average since 2003 (5%).11 In all four largest euro area countries, banks reported a net tightening.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,22,The euro area bank lending survey - Second quarter of 2025,credit standards,outcome,experienced_by,households,population,,0.976147,"Chart 12 Changes in credit standards applied to the approval of consumer credit and other lending to households, and contributing factors (net percentages of banks reporting a tightening of credit standards, and contributing factors) Notes: “Credit standards - actual” are changes that have occurred, while “Credit standards - expected” are changes anticipated by banks.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,22,The euro area bank lending survey - Second quarter of 2025,credit standards,outcome,experienced_by,banks,population,,0.987781,"Chart 12 Changes in credit standards applied to the approval of consumer credit and other lending to households, and contributing factors (net percentages of banks reporting a tightening of credit standards, and contributing factors) Notes: “Credit standards - actual” are changes that have occurred, while “Credit standards - expected” are changes anticipated by banks.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,22,The euro area bank lending survey - Second quarter of 2025,tightening of credit standards,outcome,experienced_by,households,population,,0.986386,"Chart 12 Changes in credit standards applied to the approval of consumer credit and other lending to households, and contributing factors (net percentages of banks reporting a tightening of credit standards, and contributing factors) Notes: “Credit standards - actual” are changes that have occurred, while “Credit standards - expected” are changes anticipated by banks.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,22,The euro area bank lending survey - Second quarter of 2025,tightening of credit standards,outcome,experienced_by,banks,population,,0.99802,"Chart 12 Changes in credit standards applied to the approval of consumer credit and other lending to households, and contributing factors (net percentages of banks reporting a tightening of credit standards, and contributing factors) Notes: “Credit standards - actual” are changes that have occurred, while “Credit standards - expected” are changes anticipated by banks.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,23,The euro area bank lending survey - Second quarter of 2025,Competition,outcome,experienced_by,banks,population,,0.960972,Competition and banks’ balance sheet situation had a broadly neutral impact.,impact,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,23,The euro area bank lending survey - Second quarter of 2025,balance sheet situation,outcome,experienced_by,banks,population,,0.969629,Competition and banks’ balance sheet situation had a broadly neutral impact.,impact,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,23,The euro area bank lending survey - Second quarter of 2025,credit standards for consumer credit,outcome,experienced_by,banks,population,,0.994328,"In the third quarter of 2025, euro area banks expect credit standards for consumer credit and other lending to households to tighten further (net percentage of 4%).",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,23,The euro area bank lending survey - Second quarter of 2025,other lending,outcome,experienced_by,banks,population,,0.987681,"In the third quarter of 2025, euro area banks expect credit standards for consumer credit and other lending to households to tighten further (net percentage of 4%).",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,23,The euro area bank lending survey - Second quarter of 2025,credit standards,outcome,experienced_by,banks,population,,0.999531,"Across the four largest euro area economies, banks in Germany and France expect a net tightening, while banks in Spain and Italy expect unchanged credit standards.",,Germany; France; Spain; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,23,The euro area bank lending survey - Second quarter of 2025,credit standards for consumer credit,outcome,experienced_by,households,population,,0.979785,Table 9 Factors contributing to changes in credit standards for consumer credit and other lending to households (net percentages of banks) Cost of funds and balance sheet Pressure from constraints competition Perception of risk Banks’ risk tolerance Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area 1 0 -1 0 3 5 1 6 Germany -1 0 0 0 6 5 4 7 Spain 0 0 0 0 0 3 0 8 France 3 0 -4 0 6 8 0 8 Italy 0 0 0 0 3 8 0 8 Note: See the notes to Chart 12.,,Germany; Spain; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,23,The euro area bank lending survey - Second quarter of 2025,other lending,outcome,experienced_by,households,population,,0.978748,Table 9 Factors contributing to changes in credit standards for consumer credit and other lending to households (net percentages of banks) Cost of funds and balance sheet Pressure from constraints competition Perception of risk Banks’ risk tolerance Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area 1 0 -1 0 3 5 1 6 Germany -1 0 0 0 6 5 4 7 Spain 0 0 0 0 0 3 0 8 France 3 0 -4 0 6 8 0 8 Italy 0 0 0 0 3 8 0 8 Note: See the notes to Chart 12.,,Germany; Spain; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,23,The euro area bank lending survey - Second quarter of 2025,risk tolerance,outcome,experienced_by,households,population,,0.964842,Table 9 Factors contributing to changes in credit standards for consumer credit and other lending to households (net percentages of banks) Cost of funds and balance sheet Pressure from constraints competition Perception of risk Banks’ risk tolerance Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area 1 0 -1 0 3 5 1 6 Germany -1 0 0 0 6 5 4 7 Spain 0 0 0 0 0 3 0 8 France 3 0 -4 0 6 8 0 8 Italy 0 0 0 0 3 8 0 8 Note: See the notes to Chart 12.,,Germany; Spain; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,23,The euro area bank lending survey - Second quarter of 2025,risk tolerance,outcome,experienced_by,banks,population,,0.957774,Table 9 Factors contributing to changes in credit standards for consumer credit and other lending to households (net percentages of banks) Cost of funds and balance sheet Pressure from constraints competition Perception of risk Banks’ risk tolerance Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area 1 0 -1 0 3 5 1 6 Germany -1 0 0 0 6 5 4 7 Spain 0 0 0 0 0 3 0 8 France 3 0 -4 0 6 8 0 8 Italy 0 0 0 0 3 8 0 8 Note: See the notes to Chart 12.,,Germany; Spain; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,23,The euro area bank lending survey - Second quarter of 2025,Terms and conditions,outcome,experienced_by,Banks,population,,0.996687,4.2 Terms and conditions tightened further Banks’ overall terms and conditions applied when granting consumer credit and other lending to households tightened further in the second quarter of 2025 (net percentage of 8%; see Chart 13 and Table 10).,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,23,The euro area bank lending survey - Second quarter of 2025,Terms and conditions,outcome,experienced_by,households,population,,0.996915,4.2 Terms and conditions tightened further Banks’ overall terms and conditions applied when granting consumer credit and other lending to households tightened further in the second quarter of 2025 (net percentage of 8%; see Chart 13 and Table 10).,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,23,The euro area bank lending survey - Second quarter of 2025,tightening,outcome,experienced_by,banks,population,,0.996164,The net percentage of euro area banks reporting a tightening was in line with the previous quarter and above the historical average since 2015 (2%).,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,23,The euro area bank lending survey - Second quarter of 2025,lower lending rates,intervention,applies_to,Banks,population,,0.998339,"Banks in Germany and Italy reported an easing contribution from lower lending rates, while banks in France reported an increased contribution.",,Germany; Italy; France,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,24,The euro area bank lending survey - Second quarter of 2025,overall terms and conditions,outcome,experienced_by,banks,population,,0.959723,Higher perceived risks and a lower risk tolerance of banks contributed the most to the net tightening of banks’ overall terms and conditions (see Table 11).,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,24,The euro area bank lending survey - Second quarter of 2025,risk perceptions,outcome,experienced_by,Banks,population,,0.997164,"Banks’ higher risk perceptions and lower risk tolerance contributed to the tightening in Germany, France and Italy.",,Germany; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,24,The euro area bank lending survey - Second quarter of 2025,risk tolerance,outcome,experienced_by,Banks,population,,0.997661,"Banks’ higher risk perceptions and lower risk tolerance contributed to the tightening in Germany, France and Italy.",,Germany; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,24,The euro area bank lending survey - Second quarter of 2025,Lower competition pressures,intervention,applies_to,banks,population,,0.99733,"Lower competition pressures in this segment also had a small additional net tightening impact at the euro area level, driven by French banks.",,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,24,The euro area bank lending survey - Second quarter of 2025,consumer credit,outcome,experienced_by,households,population,,0.97673,Chart 13 Changes in terms and conditions on consumer credit and other lending to households (net percentages of banks reporting a tightening of terms and conditions) Notes: “Overall terms and conditions” are the actual terms and conditions agreed in the loan contract. ,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,24,The euro area bank lending survey - Second quarter of 2025,consumer credit,outcome,experienced_by,banks,population,,0.976725,Chart 13 Changes in terms and conditions on consumer credit and other lending to households (net percentages of banks reporting a tightening of terms and conditions) Notes: “Overall terms and conditions” are the actual terms and conditions agreed in the loan contract. ,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,24,The euro area bank lending survey - Second quarter of 2025,other lending,outcome,experienced_by,households,population,,0.987331,Chart 13 Changes in terms and conditions on consumer credit and other lending to households (net percentages of banks reporting a tightening of terms and conditions) Notes: “Overall terms and conditions” are the actual terms and conditions agreed in the loan contract. ,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,24,The euro area bank lending survey - Second quarter of 2025,other lending,outcome,experienced_by,banks,population,,0.987326,Chart 13 Changes in terms and conditions on consumer credit and other lending to households (net percentages of banks reporting a tightening of terms and conditions) Notes: “Overall terms and conditions” are the actual terms and conditions agreed in the loan contract. ,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,24,The euro area bank lending survey - Second quarter of 2025,tightening of terms and conditions,outcome,experienced_by,households,population,,0.986775,Chart 13 Changes in terms and conditions on consumer credit and other lending to households (net percentages of banks reporting a tightening of terms and conditions) Notes: “Overall terms and conditions” are the actual terms and conditions agreed in the loan contract. ,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,24,The euro area bank lending survey - Second quarter of 2025,tightening of terms and conditions,outcome,experienced_by,banks,population,,0.98677,Chart 13 Changes in terms and conditions on consumer credit and other lending to households (net percentages of banks reporting a tightening of terms and conditions) Notes: “Overall terms and conditions” are the actual terms and conditions agreed in the loan contract. ,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,24,The euro area bank lending survey - Second quarter of 2025,terms and conditions,outcome,experienced_by,banks,population,,0.995556,The net percentages for “Other components” refer to an average of the further terms and conditions components which were mentioned by banks as having contributed to changes in overall terms and conditions.,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,24,The euro area bank lending survey - Second quarter of 2025,terms and conditions,outcome,experienced_by,households,population,,0.989937,Table 10 Changes in terms and conditions on consumer credit and other lending to households (net percentages of banks) Overall terms and Banks’ margins on Banks’ margins on riskier conditions Banks’ lending rates average loans loans Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area 8 8 -4 5 -2 7 0 11 Germany 15 11 19 -4 15 4 15 4 Spain 0 0 0 0 0 0 0 8 France 17 17 -25 33 -17 25 -8 33 Italy 0 8 -8 -23 0 -8 0 0 Note: See the notes to Chart 13.,,Germany; Spain; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,25,The euro area bank lending survey - Second quarter of 2025,terms and conditions on,outcome,experienced_by,Banks,population,,0.942458,Table 11 Factors contributing to changes in overall terms and conditions on consumer credit and other lending to households (net percentages of banks) Cost of funds and balance sheet Pressure from constraints competition Perception of risk Banks’ risk tolerance Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area 1 0 -3 3 4 7 4 5 Germany 1 1 4 0 7 7 15 7 Spain 0 0 0 0 0 0 0 0 France 3 0 -8 17 8 17 0 8 Italy 0 -3 0 -8 0 8 0 8 Notes: The net percentages for these questions relating to contributing factors are defined as the difference between the percentage of banks reporting that the given factor contributed to a tightening and the percentage of banks reporting that it contributed to an easing. ,,Germany; Spain; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,25,The euro area bank lending survey - Second quarter of 2025,other lending,outcome,experienced_by,Banks,population,,0.946479,Table 11 Factors contributing to changes in overall terms and conditions on consumer credit and other lending to households (net percentages of banks) Cost of funds and balance sheet Pressure from constraints competition Perception of risk Banks’ risk tolerance Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area 1 0 -3 3 4 7 4 5 Germany 1 1 4 0 7 7 15 7 Spain 0 0 0 0 0 0 0 0 France 3 0 -8 17 8 17 0 8 Italy 0 -3 0 -8 0 8 0 8 Notes: The net percentages for these questions relating to contributing factors are defined as the difference between the percentage of banks reporting that the given factor contributed to a tightening and the percentage of banks reporting that it contributed to an easing. ,,Germany; Spain; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,25,The euro area bank lending survey - Second quarter of 2025,Perception of risk,outcome,experienced_by,Banks,population,,0.972539,Table 11 Factors contributing to changes in overall terms and conditions on consumer credit and other lending to households (net percentages of banks) Cost of funds and balance sheet Pressure from constraints competition Perception of risk Banks’ risk tolerance Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area 1 0 -3 3 4 7 4 5 Germany 1 1 4 0 7 7 15 7 Spain 0 0 0 0 0 0 0 0 France 3 0 -8 17 8 17 0 8 Italy 0 -3 0 -8 0 8 0 8 Notes: The net percentages for these questions relating to contributing factors are defined as the difference between the percentage of banks reporting that the given factor contributed to a tightening and the percentage of banks reporting that it contributed to an easing. ,,Germany; Spain; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,25,The euro area bank lending survey - Second quarter of 2025,risk tolerance,outcome,experienced_by,Banks,population,,0.953132,Table 11 Factors contributing to changes in overall terms and conditions on consumer credit and other lending to households (net percentages of banks) Cost of funds and balance sheet Pressure from constraints competition Perception of risk Banks’ risk tolerance Country Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Q1 2025 Q2 2025 Euro area 1 0 -3 3 4 7 4 5 Germany 1 1 4 0 7 7 15 7 Spain 0 0 0 0 0 0 0 0 France 3 0 -8 17 8 17 0 8 Italy 0 -3 0 -8 0 8 0 8 Notes: The net percentages for these questions relating to contributing factors are defined as the difference between the percentage of banks reporting that the given factor contributed to a tightening and the percentage of banks reporting that it contributed to an easing. ,,Germany; Spain; France; Italy,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,25,The euro area bank lending survey - Second quarter of 2025,Rejection rates,outcome,experienced_by,banks,population,,0.999209,4.3 Rejection rates increased markedly Euro area banks reported a marked increase in the share of rejected loan applications for consumer credit (net percentage of banks of 12%; see Chart 10 above).,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,25,The euro area bank lending survey - Second quarter of 2025,share of rejected loan applications for consumer credit,outcome,experienced_by,banks,population,,0.998876,4.3 Rejection rates increased markedly Euro area banks reported a marked increase in the share of rejected loan applications for consumer credit (net percentage of banks of 12%; see Chart 10 above).,,,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,25,The euro area bank lending survey - Second quarter of 2025,share of rejections,outcome,experienced_by,Banks,population,,0.999138,"Banks in all four largest euro area countries reported an increase in the share of rejections, notably in France where a third of the respondents mentioned an increase in net terms, the largest net percentage recorded in France since the introduction of the question in the first quarter of 2015.",,France,,
ecb.blssurvey2025q2~caacd3537b.en.pdf,25,The euro area bank lending survey - Second quarter of 2025,loan demand,outcome,experienced_by,firms,population,,0.999815,The average net increase of loan demand for firms since 2014 is 5%.,,,,
